user_id,user_request,intent
u005,I want non-veg for lunch,non_veg_lunch
u005,"Hey, Looking for something light and vegetarian",light_veg
u005,Suggest something with paneer,paneer_craving
u005,"Hey, What can I eat for breakfast?",breakfast_request
u005,Looking for something light and vegetarian asap,light_veg
u005,Suggest something with paneer please,paneer_craving
u005,"Hey, Give me a chicken dish for lunch",non_veg_lunch
u005,Suggest a biryani for lunch,non_veg_lunch
u005,Any healthy veg options?,light_veg
u005,I'm craving paneer,paneer_craving
u005,I want non-veg for lunch!,non_veg_lunch
u005,Suggest a light veg dish,light_veg
u005,Suggest a snack,snack_time
u005,What can I eat for breakfast? please,breakfast_request
u005,Craving something with a kick for dinner,spicy_dinner
u005,I'm craving paneer asap,paneer_craving
u005,Suggest a biryani for lunch!,non_veg_lunch
u005,"Hey, Suggest a snack",snack_time
u005,Suggest something for breakfast,breakfast_request
u005,Craving something with a kick for dinner,spicy_dinner
u005,Looking for something light and vegetarian now,light_veg
u005,I want something to munch on,snack_time
u005,I want non-veg for lunch today,non_veg_lunch
u005,Give me a mild breakfast option!,breakfast_request
u005,"Hey, Craving something with a kick for dinner",spicy_dinner
u006,"Hey, Give me a chicken dish for lunch now",non_veg_lunch
u006,Give me a chicken dish for lunch,non_veg_lunch
u006,Suggest a biryani for lunch,non_veg_lunch
u006,Got any paneer dishes?,paneer_craving
u006,Suggest a snack asap,snack_time
u006,Looking for something light and vegetarian!,light_veg
u006,I want non-veg for lunch,non_veg_lunch
u006,I want something to munch on,snack_time
u006,Suggest something for breakfast,breakfast_request
u006,"Hey, Suggest a light veg dish asap",light_veg
u006,Suggest a light veg dish,light_veg
u006,Any spicy dinner ideas?,spicy_dinner
u006,Any evening snack ideas?,snack_time
u006,Suggest a snack asap,snack_time
u006,Suggest something with paneer,paneer_craving
u006,I want something spicy for dinner,spicy_dinner
u006,Suggest a biryani for lunch,non_veg_lunch
u006,"Hey, Give me a mild breakfast option please",breakfast_request
u006,Suggest a snack please,snack_time
u006,Any healthy veg options?,light_veg
u006,Suggest a biryani for lunch,non_veg_lunch
u006,Any spicy dinner ideas?,spicy_dinner
u006,I want something to munch on,snack_time
u006,Got any paneer dishes?,paneer_craving
u006,"Hey, Suggest something for breakfast",breakfast_request
u006,What can I eat for breakfast?,breakfast_request
u007,Looking for something light and vegetarian,light_veg
u007,Got any paneer dishes?,paneer_craving
u007,Suggest a light veg dish,light_veg
u007,Give me a mild breakfast option,breakfast_request
u007,I want non-veg for lunch,non_veg_lunch
u007,"Hey, Suggest something for breakfast please",breakfast_request
u007,Suggest something with paneer asap,paneer_craving
u007,I want something spicy for dinner,spicy_dinner
u007,Got any paneer dishes?,paneer_craving
u007,Suggest something for breakfast,breakfast_request
u007,Craving something with a kick for dinner,spicy_dinner
u007,I'm craving paneer!,paneer_craving
u007,Any healthy veg options?,light_veg
u007,"Hey, I want non-veg for lunch",non_veg_lunch
u007,"Hey, What can I eat for breakfast?",breakfast_request
u007,Suggest a biryani for lunch now,non_veg_lunch
u007,Suggest something for breakfast asap,breakfast_request
u007,Suggest a light veg dish,light_veg
u007,What can I eat for breakfast?,breakfast_request
u007,"Hey, What can I eat for breakfast?",breakfast_request
u007,I want something spicy for dinner,spicy_dinner
u007,Any evening snack ideas?,snack_time
u007,Got any paneer dishes?,paneer_craving
u007,"Hey, I'm craving paneer",paneer_craving
u007,Any healthy veg options?,light_veg
u008,Suggest a light veg dish!,light_veg
u008,"Hey, Suggest a biryani for lunch",non_veg_lunch
u008,I want something to munch on,snack_time
u008,I want non-veg for lunch,non_veg_lunch
u008,"Hey, Got any paneer dishes?!",paneer_craving
u008,Looking for something light and vegetarian,light_veg
u008,Craving something with a kick for dinner,spicy_dinner
u008,I want something spicy for dinner asap,spicy_dinner
u008,Suggest something with paneer,paneer_craving
u008,Craving something with a kick for dinner today,spicy_dinner
u008,Any evening snack ideas?,snack_time
u008,Any evening snack ideas?,snack_time
u008,What can I eat for breakfast?,breakfast_request
u008,Give me a chicken dish for lunch now,non_veg_lunch
u008,"Hey, I want something spicy for dinner",spicy_dinner
u008,Suggest a snack please,snack_time
u008,"Hey, Any spicy dinner ideas?",spicy_dinner
u008,Suggest a biryani for lunch,non_veg_lunch
u008,Any healthy veg options? please,light_veg
u008,Any healthy veg options? now,light_veg
u008,Any evening snack ideas?,snack_time
u008,Suggest something for breakfast please,breakfast_request
u008,"Hey, Got any paneer dishes?",paneer_craving
u008,Suggest a snack today,snack_time
u008,Any evening snack ideas? now,snack_time
u008,What can I eat for breakfast? now,breakfast_request
u008,I want something to munch on,snack_time
u009,Suggest a biryani for lunch,non_veg_lunch
u009,Got any paneer dishes?,paneer_craving
u009,What can I eat for breakfast?!,breakfast_request
u009,Give me a mild breakfast option!,breakfast_request
u009,Any spicy dinner ideas?,spicy_dinner
u009,I want something spicy for dinner today,spicy_dinner
u009,Suggest a light veg dish,light_veg
u009,"Hey, I want something to munch on now",snack_time
u009,Suggest something with paneer today,paneer_craving
u009,"Hey, I'm craving paneer",paneer_craving
u009,"Hey, Got any paneer dishes? asap",paneer_craving
u009,Any evening snack ideas? now,snack_time
u009,Suggest a snack,snack_time
u009,"Hey, Any spicy dinner ideas?",spicy_dinner
u009,Suggest something for breakfast today,breakfast_request
u009,Give me a mild breakfast option,breakfast_request
u009,"Hey, Suggest a light veg dish",light_veg
u009,"Hey, I want non-veg for lunch",non_veg_lunch
u009,Looking for something light and vegetarian,light_veg
u009,Suggest something for breakfast,breakfast_request
u009,Looking for something light and vegetarian,light_veg
u009,Suggest a biryani for lunch asap,non_veg_lunch
u009,I want non-veg for lunch,non_veg_lunch
u009,Suggest a biryani for lunch,non_veg_lunch
u009,"Hey, Suggest a biryani for lunch",non_veg_lunch
u010,Suggest something with paneer please,paneer_craving
u010,Suggest a biryani for lunch asap,non_veg_lunch
u010,Got any paneer dishes?,paneer_craving
u010,"Hey, Any spicy dinner ideas? asap",spicy_dinner
u010,Suggest something for breakfast,breakfast_request
u010,Any evening snack ideas?,snack_time
u010,Suggest a light veg dish!,light_veg
u010,Suggest a biryani for lunch now,non_veg_lunch
u010,Suggest something for breakfast,breakfast_request
u010,Give me a chicken dish for lunch today,non_veg_lunch
u010,I want something spicy for dinner,spicy_dinner
u010,Any healthy veg options?!,light_veg
u010,Suggest a biryani for lunch,non_veg_lunch
u010,"Hey, I want non-veg for lunch",non_veg_lunch
u010,Suggest something with paneer asap,paneer_craving
u010,Give me a mild breakfast option,breakfast_request
u010,Suggest a biryani for lunch,non_veg_lunch
u010,Got any paneer dishes?,paneer_craving
u010,Suggest a biryani for lunch,non_veg_lunch
u010,I want something to munch on,snack_time
u010,Any healthy veg options?,light_veg
u010,Suggest something for breakfast,breakfast_request
u010,Suggest a snack,snack_time
u010,I want non-veg for lunch today,non_veg_lunch
u010,Craving something with a kick for dinner,spicy_dinner
u010,Any healthy veg options?,light_veg
u010,I want something to munch on,snack_time
u010,"Hey, Suggest a biryani for lunch asap",non_veg_lunch
u010,"Hey, Any spicy dinner ideas?",spicy_dinner
u010,Suggest a biryani for lunch,non_veg_lunch
u011,Give me a mild breakfast option,breakfast_request
u011,Any evening snack ideas?,snack_time
u011,"Hey, Suggest something with paneer",paneer_craving
u011,Any spicy dinner ideas?,spicy_dinner
u011,Looking for something light and vegetarian please,light_veg
u011,I'm craving paneer please,paneer_craving
u011,Suggest a snack please,snack_time
u011,Suggest a snack,snack_time
u011,Suggest something with paneer,paneer_craving
u011,I want something to munch on,snack_time
u011,Suggest something for breakfast now,breakfast_request
u011,"Hey, Suggest a light veg dish",light_veg
u011,Suggest something for breakfast now,breakfast_request
u011,Craving something with a kick for dinner,spicy_dinner
u011,Any healthy veg options?!,light_veg
u011,Looking for something light and vegetarian now,light_veg
u011,Suggest something for breakfast,breakfast_request
u011,Craving something with a kick for dinner,spicy_dinner
u011,Suggest something with paneer,paneer_craving
u011,Craving something with a kick for dinner,spicy_dinner
u011,Suggest a light veg dish today,light_veg
u011,I'm craving paneer please,paneer_craving
u011,Looking for something light and vegetarian,light_veg
u011,I want something to munch on,snack_time
u011,Suggest something with paneer now,paneer_craving
u011,Craving something with a kick for dinner today,spicy_dinner
u011,I want something spicy for dinner today,spicy_dinner
u012,Any healthy veg options?,light_veg
u012,I want something spicy for dinner,spicy_dinner
u012,Give me a mild breakfast option,breakfast_request
u012,Craving something with a kick for dinner please,spicy_dinner
u012,Suggest a snack,snack_time
u012,"Hey, Looking for something light and vegetarian",light_veg
u012,I want non-veg for lunch today,non_veg_lunch
u012,I'm craving paneer,paneer_craving
u012,Suggest a snack,snack_time
u012,Any healthy veg options?,light_veg
u012,"Hey, I want something to munch on now",snack_time
u012,Suggest a snack,snack_time
u012,Give me a chicken dish for lunch now,non_veg_lunch
u012,Give me a chicken dish for lunch!,non_veg_lunch
u012,"Hey, Suggest a biryani for lunch",non_veg_lunch
u012,I want something to munch on,snack_time
u012,"Hey, I want something to munch on",snack_time
u012,Suggest a biryani for lunch,non_veg_lunch
u012,"Hey, I want something to munch on asap",snack_time
u012,Give me a chicken dish for lunch today,non_veg_lunch
u012,Suggest something with paneer,paneer_craving
u012,"Hey, I want something to munch on",snack_time
u012,I'm craving paneer,paneer_craving
u012,Any healthy veg options?,light_veg
u012,What can I eat for breakfast? now,breakfast_request
u012,"Hey, Suggest a biryani for lunch",non_veg_lunch
u012,Give me a mild breakfast option today,breakfast_request
u012,Give me a mild breakfast option,breakfast_request
u012,I want something to munch on,snack_time
u012,I want non-veg for lunch,non_veg_lunch
u013,Any evening snack ideas? please,snack_time
u013,What can I eat for breakfast?,breakfast_request
u013,Looking for something light and vegetarian now,light_veg
u013,"Hey, Suggest a biryani for lunch",non_veg_lunch
u013,I want non-veg for lunch,non_veg_lunch
u013,Any spicy dinner ideas? now,spicy_dinner
u013,Suggest a light veg dish,light_veg
u013,I want something spicy for dinner,spicy_dinner
u013,I want non-veg for lunch please,non_veg_lunch
u013,"Hey, I want something spicy for dinner",spicy_dinner
u013,Suggest a biryani for lunch please,non_veg_lunch
u013,I want something spicy for dinner today,spicy_dinner
u013,"Hey, I want something to munch on",snack_time
u013,"Hey, Craving something with a kick for dinner asap",spicy_dinner
u013,I want something to munch on please,snack_time
u013,What can I eat for breakfast? now,breakfast_request
u013,Any spicy dinner ideas?,spicy_dinner
u013,Suggest something with paneer please,paneer_craving
u013,I want something to munch on,snack_time
u013,"Hey, Looking for something light and vegetarian",light_veg
u013,Got any paneer dishes?,paneer_craving
u013,I'm craving paneer,paneer_craving
u013,"Hey, What can I eat for breakfast?",breakfast_request
u013,"Hey, I want non-veg for lunch",non_veg_lunch
u013,"Hey, Got any paneer dishes? asap",paneer_craving
u014,"Hey, Suggest a snack",snack_time
u014,Any spicy dinner ideas? asap,spicy_dinner
u014,"Hey, Any spicy dinner ideas?",spicy_dinner
u014,Suggest a snack,snack_time
u014,"Hey, What can I eat for breakfast?",breakfast_request
u014,Any spicy dinner ideas?,spicy_dinner
u014,I want something spicy for dinner,spicy_dinner
u014,I want non-veg for lunch please,non_veg_lunch
u014,I'm craving paneer,paneer_craving
u014,Any healthy veg options? today,light_veg
u014,"Hey, Any healthy veg options?",light_veg
u014,Looking for something light and vegetarian,light_veg
u014,Craving something with a kick for dinner,spicy_dinner
u014,"Hey, Suggest a biryani for lunch asap",non_veg_lunch
u014,Suggest a snack please,snack_time
u014,"Hey, Suggest a biryani for lunch",non_veg_lunch
u014,"Hey, Suggest something for breakfast",breakfast_request
u014,Suggest something for breakfast,breakfast_request
u014,Give me a chicken dish for lunch,non_veg_lunch
u014,Got any paneer dishes?,paneer_craving
u014,Got any paneer dishes?,paneer_craving
u014,Suggest something with paneer please,paneer_craving
u014,Any spicy dinner ideas? today,spicy_dinner
u014,Any spicy dinner ideas?,spicy_dinner
u014,Any spicy dinner ideas?,spicy_dinner
u014,Craving something with a kick for dinner,spicy_dinner
u015,"Hey, Suggest a snack today",snack_time
u015,"Hey, What can I eat for breakfast? now",breakfast_request
u015,"Hey, Suggest something with paneer",paneer_craving
u015,Suggest a light veg dish please,light_veg
u015,Suggest a light veg dish,light_veg
u015,Any spicy dinner ideas? today,spicy_dinner
u015,Give me a mild breakfast option,breakfast_request
u015,Suggest a biryani for lunch now,non_veg_lunch
u015,Got any paneer dishes?,paneer_craving
u015,"Hey, Suggest something for breakfast please",breakfast_request
u015,What can I eat for breakfast?!,breakfast_request
u015,Suggest a light veg dish!,light_veg
u015,Got any paneer dishes? asap,paneer_craving
u015,I want something to munch on!,snack_time
u015,What can I eat for breakfast?,breakfast_request
u015,Any healthy veg options?,light_veg
u015,I'm craving paneer,paneer_craving
u015,Give me a chicken dish for lunch,non_veg_lunch
u015,Got any paneer dishes?,paneer_craving
u015,I want non-veg for lunch,non_veg_lunch
u015,Suggest something for breakfast,breakfast_request
u015,I want something spicy for dinner,spicy_dinner
u015,"Hey, Suggest something for breakfast",breakfast_request
u015,Craving something with a kick for dinner,spicy_dinner
u015,Any healthy veg options?,light_veg
u015,"Hey, I'm craving paneer",paneer_craving
u015,I want something spicy for dinner asap,spicy_dinner
u015,Give me a chicken dish for lunch now,non_veg_lunch
u015,"Hey, Craving something with a kick for dinner",spicy_dinner
u016,Looking for something light and vegetarian,light_veg
u016,Looking for something light and vegetarian,light_veg
u016,Suggest a light veg dish,light_veg
u016,Suggest a light veg dish,light_veg
u016,Suggest something with paneer!,paneer_craving
u016,I want non-veg for lunch,non_veg_lunch
u016,Suggest something for breakfast,breakfast_request
u016,Any healthy veg options? today,light_veg
u016,Looking for something light and vegetarian now,light_veg
u016,Looking for something light and vegetarian,light_veg
u016,I want something to munch on,snack_time
u016,Suggest a light veg dish,light_veg
u016,I want non-veg for lunch today,non_veg_lunch
u016,Give me a mild breakfast option,breakfast_request
u016,What can I eat for breakfast?,breakfast_request
u016,I want non-veg for lunch,non_veg_lunch
u016,What can I eat for breakfast?,breakfast_request
u016,Suggest something with paneer,paneer_craving
u016,Suggest a biryani for lunch,non_veg_lunch
u016,Suggest a biryani for lunch,non_veg_lunch
u016,"Hey, Suggest a biryani for lunch",non_veg_lunch
u016,Give me a chicken dish for lunch,non_veg_lunch
u016,Suggest a biryani for lunch,non_veg_lunch
u016,I want something spicy for dinner,spicy_dinner
u016,Suggest a light veg dish,light_veg
u016,Suggest something for breakfast please,breakfast_request
u016,Looking for something light and vegetarian,light_veg
u016,Looking for something light and vegetarian,light_veg
u016,Got any paneer dishes? please,paneer_craving
u017,"Hey, I want something spicy for dinner",spicy_dinner
u017,Looking for something light and vegetarian,light_veg
u017,"Hey, I'm craving paneer",paneer_craving
u017,Suggest something for breakfast asap,breakfast_request
u017,I want non-veg for lunch,non_veg_lunch
u017,"Hey, Any healthy veg options? asap",light_veg
u017,What can I eat for breakfast?,breakfast_request
u017,What can I eat for breakfast?,breakfast_request
u017,Suggest something for breakfast,breakfast_request
u017,What can I eat for breakfast?,breakfast_request
u017,"Hey, What can I eat for breakfast? now",breakfast_request
u017,"Hey, Looking for something light and vegetarian",light_veg
u017,Looking for something light and vegetarian now,light_veg
u017,Suggest a snack,snack_time
u017,I want something to munch on,snack_time
u017,Suggest a snack,snack_time
u017,Any spicy dinner ideas? today,spicy_dinner
u017,Suggest a light veg dish please,light_veg
u017,Got any paneer dishes?,paneer_craving
u017,Any spicy dinner ideas? now,spicy_dinner
u017,I want something to munch on,snack_time
u017,Suggest something with paneer,paneer_craving
u017,Suggest something for breakfast,breakfast_request
u017,Suggest a light veg dish,light_veg
u017,Looking for something light and vegetarian,light_veg
u017,"Hey, Suggest something with paneer asap",paneer_craving
u017,Any evening snack ideas?,snack_time
u017,I want something spicy for dinner please,spicy_dinner
u018,Suggest a snack,snack_time
u018,"Hey, Any spicy dinner ideas?",spicy_dinner
u018,Any healthy veg options?!,light_veg
u018,Suggest something with paneer,paneer_craving
u018,Suggest something with paneer,paneer_craving
u018,Suggest a snack,snack_time
u018,Suggest a light veg dish today,light_veg
u018,Suggest something for breakfast!,breakfast_request
u018,"Hey, Any spicy dinner ideas?",spicy_dinner
u018,Any spicy dinner ideas? today,spicy_dinner
u018,Suggest something with paneer!,paneer_craving
u018,"Hey, Suggest a snack please",snack_time
u018,Suggest something for breakfast,breakfast_request
u018,Give me a chicken dish for lunch asap,non_veg_lunch
u018,Any healthy veg options?,light_veg
u018,Craving something with a kick for dinner,spicy_dinner
u018,"Hey, What can I eat for breakfast?",breakfast_request
u018,Any evening snack ideas?,snack_time
u018,Give me a mild breakfast option,breakfast_request
u018,I want something to munch on,snack_time
u018,Suggest a light veg dish asap,light_veg
u018,"Hey, Got any paneer dishes?",paneer_craving
u018,Suggest a biryani for lunch,non_veg_lunch
u018,Suggest a biryani for lunch,non_veg_lunch
u018,I want non-veg for lunch,non_veg_lunch
u019,I'm craving paneer,paneer_craving
u019,Suggest a snack,snack_time
u019,Suggest something for breakfast asap,breakfast_request
u019,Any spicy dinner ideas?,spicy_dinner
u019,"Hey, What can I eat for breakfast?",breakfast_request
u019,Suggest something with paneer,paneer_craving
u019,Looking for something light and vegetarian,light_veg
u019,Got any paneer dishes?,paneer_craving
u019,Suggest a light veg dish,light_veg
u019,Suggest something for breakfast!,breakfast_request
u019,I want something to munch on,snack_time
u019,"Hey, Give me a chicken dish for lunch!",non_veg_lunch
u019,Suggest something with paneer,paneer_craving
u019,Any healthy veg options?,light_veg
u019,Any healthy veg options?,light_veg
u019,Suggest a biryani for lunch,non_veg_lunch
u019,Looking for something light and vegetarian,light_veg
u019,Suggest something for breakfast,breakfast_request
u019,Suggest something with paneer please,paneer_craving
u019,I want something to munch on,snack_time
u019,Suggest a light veg dish,light_veg
u019,"Hey, Give me a mild breakfast option now",breakfast_request
u019,Got any paneer dishes?,paneer_craving
u019,"Hey, Suggest something for breakfast",breakfast_request
u019,"Hey, What can I eat for breakfast? today",breakfast_request
u019,I want something to munch on now,snack_time
u019,I want something to munch on,snack_time
u019,I want non-veg for lunch,non_veg_lunch
u020,Suggest something with paneer,paneer_craving
u020,Looking for something light and vegetarian,light_veg
u020,Suggest a biryani for lunch,non_veg_lunch
u020,"Hey, Craving something with a kick for dinner",spicy_dinner
u020,Craving something with a kick for dinner,spicy_dinner
u020,Any evening snack ideas?,snack_time
u020,I want something to munch on,snack_time
u020,Any evening snack ideas? now,snack_time
u020,I want non-veg for lunch,non_veg_lunch
u020,I want non-veg for lunch,non_veg_lunch
u020,Any evening snack ideas?,snack_time
u020,Any evening snack ideas?,snack_time
u020,Any evening snack ideas?,snack_time
u020,"Hey, I want something spicy for dinner!",spicy_dinner
u020,Give me a chicken dish for lunch now,non_veg_lunch
u020,Got any paneer dishes?,paneer_craving
u020,Suggest something for breakfast,breakfast_request
u020,Give me a mild breakfast option,breakfast_request
u020,Give me a mild breakfast option please,breakfast_request
u020,Suggest a biryani for lunch,non_veg_lunch
u020,What can I eat for breakfast? asap,breakfast_request
u020,I want something to munch on,snack_time
u020,I want something to munch on,snack_time
u020,Got any paneer dishes?,paneer_craving
u020,Suggest a biryani for lunch please,non_veg_lunch
u020,Any evening snack ideas?,snack_time
u020,I want something to munch on,snack_time
u021,Got any paneer dishes?,paneer_craving
u021,Suggest a snack,snack_time
u021,Give me a chicken dish for lunch,non_veg_lunch
u021,"Hey, Give me a mild breakfast option",breakfast_request
u021,I want something spicy for dinner,spicy_dinner
u021,"Hey, I want non-veg for lunch",non_veg_lunch
u021,Give me a mild breakfast option please,breakfast_request
u021,Give me a chicken dish for lunch,non_veg_lunch
u021,I'm craving paneer,paneer_craving
u021,Suggest something for breakfast,breakfast_request
u021,Any evening snack ideas?,snack_time
u021,Suggest a light veg dish!,light_veg
u021,I want something spicy for dinner,spicy_dinner
u021,Suggest something with paneer now,paneer_craving
u021,"Hey, Suggest something for breakfast",breakfast_request
u021,Give me a chicken dish for lunch,non_veg_lunch
u021,Suggest something with paneer,paneer_craving
u021,"Hey, Craving something with a kick for dinner",spicy_dinner
u021,Craving something with a kick for dinner,spicy_dinner
u021,Any spicy dinner ideas?,spicy_dinner
u021,"Hey, Craving something with a kick for dinner",spicy_dinner
u021,Give me a mild breakfast option,breakfast_request
u021,What can I eat for breakfast?,breakfast_request
u021,Suggest a light veg dish please,light_veg
u021,Give me a chicken dish for lunch,non_veg_lunch
u021,I want something to munch on,snack_time
u021,Any evening snack ideas?,snack_time
u021,Suggest a snack now,snack_time
u022,Suggest a biryani for lunch,non_veg_lunch
u022,"Hey, Looking for something light and vegetarian",light_veg
u022,Any evening snack ideas?,snack_time
u022,"Hey, Suggest a snack!",snack_time
u022,Give me a mild breakfast option please,breakfast_request
u022,I want something to munch on now,snack_time
u022,Suggest a snack,snack_time
u022,Suggest a snack,snack_time
u022,Got any paneer dishes?,paneer_craving
u022,Looking for something light and vegetarian,light_veg
u022,I'm craving paneer,paneer_craving
u022,"Hey, Suggest a light veg dish",light_veg
u022,Give me a mild breakfast option please,breakfast_request
u022,Suggest a snack,snack_time
u022,Any spicy dinner ideas?,spicy_dinner
u022,"Hey, Suggest a light veg dish",light_veg
u022,I want something to munch on asap,snack_time
u022,Give me a mild breakfast option,breakfast_request
u022,Craving something with a kick for dinner,spicy_dinner
u022,Looking for something light and vegetarian,light_veg
u022,Suggest something for breakfast,breakfast_request
u022,What can I eat for breakfast?,breakfast_request
u022,Craving something with a kick for dinner,spicy_dinner
u022,Give me a mild breakfast option,breakfast_request
u022,I'm craving paneer!,paneer_craving
u022,"Hey, Give me a mild breakfast option",breakfast_request
u022,I'm craving paneer,paneer_craving
u023,I'm craving paneer,paneer_craving
u023,Suggest something for breakfast!,breakfast_request
u023,Got any paneer dishes?,paneer_craving
u023,What can I eat for breakfast?,breakfast_request
u023,Give me a mild breakfast option,breakfast_request
u023,Suggest something for breakfast,breakfast_request
u023,Give me a chicken dish for lunch please,non_veg_lunch
u023,Give me a mild breakfast option,breakfast_request
u023,Any spicy dinner ideas?,spicy_dinner
u023,Any evening snack ideas?,snack_time
u023,I'm craving paneer today,paneer_craving
u023,Suggest a biryani for lunch,non_veg_lunch
u023,Give me a chicken dish for lunch asap,non_veg_lunch
u023,Suggest a biryani for lunch!,non_veg_lunch
u023,"Hey, Suggest a biryani for lunch now",non_veg_lunch
u023,Got any paneer dishes?,paneer_craving
u023,Any healthy veg options? please,light_veg
u023,I'm craving paneer now,paneer_craving
u023,"Hey, I want something to munch on",snack_time
u023,Suggest a snack today,snack_time
u023,"Hey, Any healthy veg options?",light_veg
u023,I want something spicy for dinner,spicy_dinner
u023,Suggest a light veg dish,light_veg
u023,Suggest a snack,snack_time
u023,What can I eat for breakfast? today,breakfast_request
u023,Give me a mild breakfast option please,breakfast_request
u023,Suggest a snack,snack_time
u024,What can I eat for breakfast?,breakfast_request
u024,Got any paneer dishes?,paneer_craving
u024,Got any paneer dishes?!,paneer_craving
u024,Suggest a snack now,snack_time
u024,Suggest something with paneer,paneer_craving
u024,"Hey, Any spicy dinner ideas?",spicy_dinner
